OrderID,OrderDate,ShipName,ShipCountry
10690,"2024-10-02 00:00:00","Hanari Carnes",Brazil
10691,"2024-10-03 00:00:00",QUICK-Stop,Germany
10692,"2024-10-03 00:00:00","Alfred-s Futterkiste",Germany
10693,"2024-10-06 00:00:00","White Clover Markets",USA
10694,"2024-10-06 00:00:00",QUICK-Stop,Germany
10695,"2024-10-07 00:00:00","Wilman Kala",Finland
10696,"2024-10-08 00:00:00","White Clover Markets",USA
10697,"2024-10-08 00:00:00",LINO-Delicateses,Venezuela
10698,"2024-10-09 00:00:00","Ernst Handel",Austria
10699,"2024-10-09 00:00:00","Morgenstern Gesundkost",Germany
10700,"2024-10-10 00:00:00","Save-a-lot Markets",USA
10701,"2024-10-13 00:00:00","Hungry Owl All-Night Grocers",Ireland
10702,"2024-10-13 00:00:00","Alfred-s Futterkiste",Germany
10703,"2024-10-14 00:00:00","Folk och f HB",Sweden
10704,"2024-10-14 00:00:00","Queen Cozinha",Brazil
10705,"2024-10-15 00:00:00",HILARION-Abastos,Venezuela
10706,"2024-10-16 00:00:00","Old World Delicatessen",USA
10707,"2024-10-16 00:00:00","Around the Horn",UK
10708,"2024-10-17 00:00:00","The Big Cheese",USA
10709,"2024-10-17 00:00:00","Gourmet Lanchonetes",Brazil
10710,"2024-10-20 00:00:00","Franchi S.p.A.",Italy
10711,"2024-10-21 00:00:00","Save-a-lot Markets",USA
10712,"2024-10-21 00:00:00","Hungry Owl All-Night Grocers",Ireland
10713,"2024-10-22 00:00:00","Save-a-lot Markets",USA
10714,"2024-10-22 00:00:00","Save-a-lot Markets",USA
10715,"2024-10-23 00:00:00","Bon app-",France
10716,"2024-10-24 00:00:00","Rancho grande",Argentina
10717,"2024-10-24 00:00:00",Frankenversand,Germany
10718,"2024-10-27 00:00:00","Kniglich Essen",Germany
10719,"2024-10-27 00:00:00","Let-s Stop N Shop",USA
10720,"2024-10-28 00:00:00","Que Delcia",Brazil
10721,"2024-10-29 00:00:00",QUICK-Stop,Germany
10722,"2024-10-29 00:00:00","Save-a-lot Markets",USA
10723,"2024-10-30 00:00:00","White Clover Markets",USA
10724,"2024-10-30 00:00:00","Mre Paillarde",Canada
10725,"2024-10-31 00:00:00","Familia Arquibaldo",Brazil
10726,"2024-11-03 00:00:00","Eastern Connection",UK
10727,"2024-11-03 00:00:00","Reggiani Caseifici",Italy
10728,"2024-11-04 00:00:00","Queen Cozinha",Brazil
10729,"2024-11-04 00:00:00",LINO-Delicateses,Venezuela
10730,"2024-11-05 00:00:00","Bon app-",France
10731,"2024-11-06 00:00:00","Chop-suey Chinese",Switzerland
10732,"2024-11-06 00:00:00","Bon app-",France
10733,"2024-11-07 00:00:00","Berglunds snabbkp",Sweden
10734,"2024-11-07 00:00:00","Gourmet Lanchonetes",Brazil
10735,"2024-11-10 00:00:00","Let-s Stop N Shop",USA
10736,"2024-11-11 00:00:00","Hungry Owl All-Night Grocers",Ireland
10737,"2024-11-11 00:00:00","Vins et alcools Chevalier",France
10738,"2024-11-12 00:00:00","Spcialits du monde",France
10739,"2024-11-12 00:00:00","Vins et alcools Chevalier",France
10740,"2024-11-13 00:00:00","White Clover Markets",USA
10741,"2024-11-14 00:00:00","Around the Horn",UK
10742,"2024-11-14 00:00:00","Bottom-Dollar Markets",Canada
10743,"2024-11-17 00:00:00","Around the Horn",UK
10744,"2024-11-17 00:00:00",Vaffeljernet,Denmark
10745,"2024-11-18 00:00:00",QUICK-Stop,Germany
10746,"2024-11-19 00:00:00","Chop-suey Chinese",Switzerland
10747,"2024-11-19 00:00:00","Piccolo und mehr",Austria
10748,"2024-11-20 00:00:00","Save-a-lot Markets",USA
10749,"2024-11-20 00:00:00","Island Trading",UK
10750,"2024-11-21 00:00:00","Wartian Herkku",Finland
10751,"2024-11-24 00:00:00","Richter Supermarkt",Switzerland
10752,"2024-11-24 00:00:00",North/South,UK
10753,"2024-11-25 00:00:00","Franchi S.p.A.",Italy
10754,"2024-11-25 00:00:00","Magazzini Alimentari Riuniti",Italy
10755,"2024-11-26 00:00:00","Bon app-",France
10756,"2024-11-27 00:00:00","Split Rail Beer & Ale",USA
10757,"2024-11-27 00:00:00","Save-a-lot Markets",USA
10758,"2024-11-28 00:00:00","Richter Supermarkt",Switzerland
10759,"2024-11-28 00:00:00","Ana Trujillo Emparedados y helados",Mexico
10760,"2024-12-01 00:00:00","Maison Dewey",Belgium
10761,"2024-12-02 00:00:00","Rattlesnake Canyon Grocery",USA
10762,"2024-12-02 00:00:00","Folk och f HB",Sweden
10763,"2024-12-03 00:00:00","Folies gourmandes",France
10764,"2024-12-03 00:00:00","Ernst Handel",Austria
10765,"2024-12-04 00:00:00",QUICK-Stop,Germany
10766,"2024-12-05 00:00:00","Ottilies Kseladen",Germany
10767,"2024-12-05 00:00:00","Suprmes dlices",Belgium
10768,"2024-12-08 00:00:00","Around the Horn",UK
10769,"2024-12-08 00:00:00",Vaffeljernet,Denmark
10770,"2024-12-09 00:00:00","Hanari Carnes",Brazil
10771,"2024-12-10 00:00:00","Ernst Handel",Austria
10772,"2024-12-10 00:00:00","Lehmanns Marktstand",Germany
10773,"2024-12-11 00:00:00","Ernst Handel",Austria
10774,"2024-12-11 00:00:00","Folk och f HB",Sweden
10775,"2024-12-12 00:00:00","The Cracker Box",USA
10776,"2024-12-15 00:00:00","Ernst Handel",Austria
10777,"2024-12-15 00:00:00","Gourmet Lanchonetes",Brazil
10778,"2024-12-16 00:00:00","Berglunds snabbkp",Sweden
10779,"2024-12-16 00:00:00","Morgenstern Gesundkost",Germany
10780,"2024-12-16 00:00:00",LILA-Supermercado,Venezuela
10781,"2024-12-17 00:00:00","Wartian Herkku",Finland
10782,"2024-12-17 00:00:00","Cactus Comidas para llevar",Argentina
10783,"2024-12-18 00:00:00","Hanari Carnes",Brazil
10784,"2024-12-18 00:00:00","Magazzini Alimentari Riuniti",Italy
10785,"2024-12-18 00:00:00",GROSELLA-Restaurante,Venezuela
10786,"2024-12-19 00:00:00","Queen Cozinha",Brazil
10787,"2024-12-19 00:00:00","La maison d-Asie",France
10788,"2024-12-22 00:00:00",QUICK-Stop,Germany
10789,"2024-12-22 00:00:00","Folies gourmandes",France
10790,"2024-12-22 00:00:00","Gourmet Lanchonetes",Brazil
10791,"2024-12-23 00:00:00",Frankenversand,Germany
10792,"2024-12-23 00:00:00","Wolski Zajazd",Poland
10793,"2024-12-24 00:00:00","Around the Horn",UK
10794,"2024-12-24 00:00:00","Que Delcia",Brazil
10795,"2024-12-24 00:00:00","Ernst Handel",Austria
10796,"2024-12-25 00:00:00",HILARION-Abastos,Venezuela
10797,"2024-12-25 00:00:00","Drachenblut Delikatessen",Germany
10798,"2024-12-26 00:00:00","Island Trading",UK
10799,"2024-12-26 00:00:00","Kniglich Essen",Germany
10800,"2024-12-26 00:00:00","Seven Seas Imports",UK
10801,"2024-12-29 00:00:00","Blido Comidas preparadas",Spain
10802,"2024-12-29 00:00:00","Simons bistro",Denmark
10803,"2024-12-30 00:00:00","Wellington Importadora",Brazil
10804,"2024-12-30 00:00:00","Seven Seas Imports",UK
10805,"2024-12-30 00:00:00","The Big Cheese",USA
10806,"2024-12-31 00:00:00","Victuailles en stock",France
10807,"2024-12-31 00:00:00","Franchi S.p.A.",Italy
10808,"2025-01-01 00:00:00","Old World Delicatessen",USA
10809,"2025-01-01 00:00:00","Wellington Importadora",Brazil
10810,"2025-01-01 00:00:00","Laughing Bacchus Wine Cellars",Canada
10811,"2025-01-02 00:00:00",LINO-Delicateses,Venezuela
10812,"2025-01-02 00:00:00","Reggiani Caseifici",Italy
10813,"2025-01-05 00:00:00","Ricardo Adocicados",Brazil
10814,"2025-01-05 00:00:00","Victuailles en stock",France
10815,"2025-01-05 00:00:00","Save-a-lot Markets",USA
10816,"2025-01-06 00:00:00","Great Lakes Food Market",USA
10817,"2025-01-06 00:00:00","Kniglich Essen",Germany
10818,"2025-01-07 00:00:00","Magazzini Alimentari Riuniti",Italy
10819,"2025-01-07 00:00:00","Cactus Comidas para llevar",Argentina
10820,"2025-01-07 00:00:00","Rattlesnake Canyon Grocery",USA
10821,"2025-01-08 00:00:00","Split Rail Beer & Ale",USA
10822,"2025-01-08 00:00:00","Trail-s Head Gourmet Provisioners",USA
10823,"2025-01-09 00:00:00",LILA-Supermercado,Venezuela
10824,"2025-01-09 00:00:00","Folk och f HB",Sweden
10825,"2025-01-09 00:00:00","Drachenblut Delikatessen",Germany
10826,"2025-01-12 00:00:00","Blondel pre et fils",France
10827,"2025-01-12 00:00:00","Bon app-",France
10828,"2025-01-13 00:00:00","Rancho grande",Argentina
10829,"2025-01-13 00:00:00","Island Trading",UK
10830,"2025-01-13 00:00:00","Tradiao Hipermercados",Brazil
10831,"2025-01-14 00:00:00","Sant Gourmet",Norway
10832,"2025-01-14 00:00:00","La maison d-Asie",France
10833,"2025-01-15 00:00:00","Ottilies Kseladen",Germany
10834,"2025-01-15 00:00:00","Tradiao Hipermercados",Brazil
10835,"2025-01-15 00:00:00","Alfred-s Futterkiste",Germany
10836,"2025-01-16 00:00:00","Ernst Handel",Austria
10837,"2025-01-16 00:00:00","Berglunds snabbkp",Sweden
10838,"2025-01-19 00:00:00",LINO-Delicateses,Venezuela
10839,"2025-01-19 00:00:00","Tradiao Hipermercados",Brazil
10840,"2025-01-19 00:00:00",LINO-Delicateses,Venezuela
10841,"2025-01-20 00:00:00","Suprmes dlices",Belgium
10842,"2025-01-20 00:00:00","Tortuga Restaurante",Mexico
10843,"2025-01-21 00:00:00","Victuailles en stock",France
10844,"2025-01-21 00:00:00","Piccolo und mehr",Austria
10845,"2025-01-21 00:00:00",QUICK-Stop,Germany
10846,"2025-01-22 00:00:00","Suprmes dlices",Belgium
10847,"2025-01-22 00:00:00","Save-a-lot Markets",USA
10848,"2025-01-23 00:00:00","Consolidated Holdings",UK
10849,"2025-01-23 00:00:00","Kniglich Essen",Germany
10850,"2025-01-23 00:00:00","Victuailles en stock",France
10851,"2025-01-26 00:00:00","Ricardo Adocicados",Brazil
10852,"2025-01-26 00:00:00","Rattlesnake Canyon Grocery",USA
10853,"2025-01-27 00:00:00","Blauer See Delikatessen",Germany
10854,"2025-01-27 00:00:00","Ernst Handel",Austria
10855,"2025-01-27 00:00:00","Old World Delicatessen",USA
10856,"2025-01-28 00:00:00","Antonio Moreno Taquera",Mexico
10857,"2025-01-28 00:00:00","Berglunds snabbkp",Sweden
10858,"2025-01-29 00:00:00","La corne d-abondance",France
10859,"2025-01-29 00:00:00",Frankenversand,Germany
10860,"2025-01-29 00:00:00","France restauration",France
10861,"2025-01-30 00:00:00","White Clover Markets",USA
10862,"2025-01-30 00:00:00","Lehmanns Marktstand",Germany
10863,"2025-02-02 00:00:00",HILARION-Abastos,Venezuela
10864,"2025-02-02 00:00:00","Around the Horn",UK
10865,"2025-02-02 00:00:00",QUICK-Stop,Germany
10866,"2025-02-03 00:00:00","Berglunds snabbkp",Sweden
10867,"2025-02-03 00:00:00","Lonesome Pine Restaurant",USA
10868,"2025-02-04 00:00:00","Queen Cozinha",Brazil
10869,"2025-02-04 00:00:00","Seven Seas Imports",UK
10870,"2025-02-04 00:00:00","Wolski Zajazd",Poland
10871,"2025-02-05 00:00:00","Bon app-",France
10872,"2025-02-05 00:00:00","Godos Cocina Tpica",Spain
10873,"2025-02-06 00:00:00","Wilman Kala",Finland
10874,"2025-02-06 00:00:00","Godos Cocina Tpica",Spain
10875,"2025-02-06 00:00:00","Berglunds snabbkp",Sweden
10876,"2025-02-09 00:00:00","Bon app-",France
10877,"2025-02-09 00:00:00","Ricardo Adocicados",Brazil
10878,"2025-02-10 00:00:00",QUICK-Stop,Germany
10879,"2025-02-10 00:00:00","Wilman Kala",Finland
10880,"2025-02-10 00:00:00","Folk och f HB",Sweden
10881,"2025-02-11 00:00:00","Cactus Comidas para llevar",Argentina
10882,"2025-02-11 00:00:00","Save-a-lot Markets",USA
10883,"2025-02-12 00:00:00","Lonesome Pine Restaurant",USA
10884,"2025-02-12 00:00:00","Let-s Stop N Shop",USA
10885,"2025-02-12 00:00:00","Suprmes dlices",Belgium
10886,"2025-02-13 00:00:00","Hanari Carnes",Brazil
10887,"2025-02-13 00:00:00","Galera del gastronmo",Spain
10888,"2025-02-16 00:00:00","Godos Cocina Tpica",Spain
10889,"2025-02-16 00:00:00","Rattlesnake Canyon Grocery",USA
10890,"2025-02-16 00:00:00","Du monde entier",France
10891,"2025-02-17 00:00:00","Lehmanns Marktstand",Germany
10892,"2025-02-17 00:00:00","Maison Dewey",Belgium
10893,"2025-02-18 00:00:00","Kniglich Essen",Germany
10894,"2025-02-18 00:00:00","Save-a-lot Markets",USA
10895,"2025-02-18 00:00:00","Ernst Handel",Austria
10896,"2025-02-19 00:00:00","Maison Dewey",Belgium
10897,"2025-02-19 00:00:00","Hungry Owl All-Night Grocers",Ireland
10898,"2025-02-20 00:00:00","Ocano Atlntico Ltda.",Argentina
10899,"2025-02-20 00:00:00",LILA-Supermercado,Venezuela
10900,"2025-02-20 00:00:00","Wellington Importadora",Brazil
10901,"2025-02-23 00:00:00",HILARION-Abastos,Venezuela
10902,"2025-02-23 00:00:00","Folk och f HB",Sweden
10903,"2025-02-24 00:00:00","Hanari Carnes",Brazil
10904,"2025-02-24 00:00:00","White Clover Markets",USA
10905,"2025-02-24 00:00:00","Wellington Importadora",Brazil
10906,"2025-02-25 00:00:00","Wolski Zajazd",Poland
10907,"2025-02-25 00:00:00","Spcialits du monde",France
10908,"2025-02-26 00:00:00","Reggiani Caseifici",Italy
10909,"2025-02-26 00:00:00","Sant Gourmet",Norway
10910,"2025-02-26 00:00:00","Wilman Kala",Finland
10911,"2025-02-26 00:00:00","Godos Cocina Tpica",Spain
10912,"2025-02-26 00:00:00","Hungry Owl All-Night Grocers",Ireland
10913,"2025-02-26 00:00:00","Queen Cozinha",Brazil
10914,"2025-02-27 00:00:00","Queen Cozinha",Brazil
10915,"2025-02-27 00:00:00","Tortuga Restaurante",Mexico
10916,"2025-02-27 00:00:00","Rancho grande",Argentina
10917,"2025-03-02 00:00:00","Romero y tomillo",Spain
10918,"2025-03-02 00:00:00","Bottom-Dollar Markets",Canada
10919,"2025-03-02 00:00:00",LINO-Delicateses,Venezuela
10920,"2025-03-03 00:00:00","Around the Horn",UK
10921,"2025-03-03 00:00:00",Vaffeljernet,Denmark
10922,"2025-03-03 00:00:00","Hanari Carnes",Brazil
10923,"2025-03-03 00:00:00","La maison d-Asie",France
10924,"2025-03-04 00:00:00","Berglunds snabbkp",Sweden
10925,"2025-03-04 00:00:00","Hanari Carnes",Brazil
10926,"2025-03-04 00:00:00","Ana Trujillo Emparedados y helados",Mexico
10927,"2025-03-05 00:00:00","La corne d-abondance",France
10928,"2025-03-05 00:00:00","Galera del gastronmo",Spain
10929,"2025-03-05 00:00:00",Frankenversand,Germany
10930,"2025-03-06 00:00:00","Suprmes dlices",Belgium
10931,"2025-03-06 00:00:00","Richter Supermarkt",Switzerland
10932,"2025-03-06 00:00:00","Bon app-",France
10933,"2025-03-06 00:00:00","Island Trading",UK
10934,"2025-03-09 00:00:00","Lehmanns Marktstand",Germany
10935,"2025-03-09 00:00:00","Wellington Importadora",Brazil
10936,"2025-03-09 00:00:00","Great Lakes Food Market",USA
10937,"2025-03-10 00:00:00","Cactus Comidas para llevar",Argentina
10938,"2025-03-10 00:00:00",QUICK-Stop,Germany
10939,"2025-03-10 00:00:00","Magazzini Alimentari Riuniti",Italy
10940,"2025-03-11 00:00:00","Bon app-",France
10941,"2025-03-11 00:00:00","Save-a-lot Markets",USA
10942,"2025-03-11 00:00:00","Reggiani Caseifici",Italy
10943,"2025-03-11 00:00:00","B-s Beverages",UK
10944,"2025-03-12 00:00:00","Bottom-Dollar Markets",Canada
10945,"2025-03-12 00:00:00","Morgenstern Gesundkost",Germany
10946,"2025-03-12 00:00:00",Vaffeljernet,Denmark
10947,"2025-03-13 00:00:00","B-s Beverages",UK
10948,"2025-03-13 00:00:00","Godos Cocina Tpica",Spain
10949,"2025-03-13 00:00:00","Bottom-Dollar Markets",Canada
10950,"2025-03-16 00:00:00","Magazzini Alimentari Riuniti",Italy
10951,"2025-03-16 00:00:00","Richter Supermarkt",Switzerland
10952,"2025-03-16 00:00:00","Alfred-s Futterkiste",Germany
10953,"2025-03-16 00:00:00","Around the Horn",UK
10954,"2025-03-17 00:00:00",LINO-Delicateses,Venezuela
10955,"2025-03-17 00:00:00","Folk och f HB",Sweden
10956,"2025-03-17 00:00:00","Blauer See Delikatessen",Germany
10957,"2025-03-18 00:00:00",HILARION-Abastos,Venezuela
10958,"2025-03-18 00:00:00","Ocano Atlntico Ltda.",Argentina
10959,"2025-03-18 00:00:00","Gourmet Lanchonetes",Brazil
10960,"2025-03-19 00:00:00",HILARION-Abastos,Venezuela
10961,"2025-03-19 00:00:00","Queen Cozinha",Brazil
10962,"2025-03-19 00:00:00",QUICK-Stop,Germany
10963,"2025-03-19 00:00:00","Furia Bacalhau e Frutos do Mar",Portugal
10964,"2025-03-20 00:00:00","Spcialits du monde",France
10965,"2025-03-20 00:00:00","Old World Delicatessen",USA
10966,"2025-03-20 00:00:00","Chop-suey Chinese",Switzerland
10967,"2025-03-23 00:00:00","Toms Spezialitten",Germany
10968,"2025-03-23 00:00:00","Ernst Handel",Austria
10969,"2025-03-23 00:00:00","Comrcio Mineiro",Brazil
10970,"2025-03-24 00:00:00","Blido Comidas preparadas",Spain
10971,"2025-03-24 00:00:00","France restauration",France
10972,"2025-03-24 00:00:00","La corne d-abondance",France
10973,"2025-03-24 00:00:00","La corne d-abondance",France
10974,"2025-03-25 00:00:00","Split Rail Beer & Ale",USA
10975,"2025-03-25 00:00:00","Bottom-Dollar Markets",Canada
10976,"2025-03-25 00:00:00",HILARION-Abastos,Venezuela
10977,"2025-03-26 00:00:00","Folk och f HB",Sweden
10978,"2025-03-26 00:00:00","Maison Dewey",Belgium
10979,"2025-03-26 00:00:00","Ernst Handel",Austria
10980,"2025-03-27 00:00:00","Folk och f HB",Sweden
10981,"2025-03-27 00:00:00","Hanari Carnes",Brazil
10982,"2025-03-27 00:00:00","Bottom-Dollar Markets",Canada
10983,"2025-03-27 00:00:00","Save-a-lot Markets",USA
10984,"2025-03-30 00:00:00","Save-a-lot Markets",USA
10985,"2025-03-30 00:00:00","Hungry Owl All-Night Grocers",Ireland
10986,"2025-03-30 00:00:00","Ocano Atlntico Ltda.",Argentina
10987,"2025-03-31 00:00:00","Eastern Connection",UK
10988,"2025-03-31 00:00:00","Rattlesnake Canyon Grocery",USA
10989,"2025-03-31 00:00:00","Que Delcia",Brazil
10990,"2025-04-01 00:00:00","Ernst Handel",Austria
10991,"2025-04-01 00:00:00",QUICK-Stop,Germany
10992,"2025-04-01 00:00:00","The Big Cheese",USA
10993,"2025-04-01 00:00:00","Folk och f HB",Sweden
10994,"2025-04-02 00:00:00",Vaffeljernet,Denmark
10995,"2025-04-02 00:00:00","Pericles Comidas clsicas",Mexico
10996,"2025-04-02 00:00:00",QUICK-Stop,Germany
10997,"2025-04-03 00:00:00",LILA-Supermercado,Venezuela
10998,"2025-04-03 00:00:00","Wolski Zajazd",Poland
10999,"2025-04-03 00:00:00","Ottilies Kseladen",Germany
11000,"2025-04-06 00:00:00","Rattlesnake Canyon Grocery",USA
11001,"2025-04-06 00:00:00","Folk och f HB",Sweden
11002,"2025-04-06 00:00:00","Save-a-lot Markets",USA
11003,"2025-04-06 00:00:00","The Cracker Box",USA
11004,"2025-04-07 00:00:00","Maison Dewey",Belgium
11005,"2025-04-07 00:00:00","Wilman Kala",Finland
11006,"2025-04-07 00:00:00","Great Lakes Food Market",USA
11007,"2025-04-08 00:00:00","Princesa Isabel Vinhos",Portugal
11008,"2025-04-08 00:00:00","Ernst Handel",Austria
11009,"2025-04-08 00:00:00","Godos Cocina Tpica",Spain
11010,"2025-04-09 00:00:00","Reggiani Caseifici",Italy
11011,"2025-04-09 00:00:00","Alfred-s Futterkiste",Germany
11012,"2025-04-09 00:00:00",Frankenversand,Germany
11013,"2025-04-09 00:00:00","Romero y tomillo",Spain
11014,"2025-04-10 00:00:00",LINO-Delicateses,Venezuela
11015,"2025-04-10 00:00:00","Sant Gourmet",Norway
11016,"2025-04-10 00:00:00","Around the Horn",UK
11017,"2025-04-13 00:00:00","Ernst Handel",Austria
11018,"2025-04-13 00:00:00","Lonesome Pine Restaurant",USA
11019,"2025-04-13 00:00:00","Rancho grande",Argentina
11020,"2025-04-14 00:00:00","Ottilies Kseladen",Germany
11021,"2025-04-14 00:00:00",QUICK-Stop,Germany
11022,"2025-04-14 00:00:00","Hanari Carnes",Brazil
11023,"2025-04-14 00:00:00","B-s Beverages",UK
11024,"2025-04-15 00:00:00","Eastern Connection",UK
11025,"2025-04-15 00:00:00","Wartian Herkku",Finland
11026,"2025-04-15 00:00:00","Franchi S.p.A.",Italy
11027,"2025-04-16 00:00:00","Bottom-Dollar Markets",Canada
11028,"2025-04-16 00:00:00","Kniglich Essen",Germany
11029,"2025-04-16 00:00:00","Chop-suey Chinese",Switzerland
11030,"2025-04-17 00:00:00","Save-a-lot Markets",USA
11031,"2025-04-17 00:00:00","Save-a-lot Markets",USA
11032,"2025-04-17 00:00:00","White Clover Markets",USA
11033,"2025-04-17 00:00:00","Richter Supermarkt",Switzerland
11034,"2025-04-20 00:00:00","Old World Delicatessen",USA
11035,"2025-04-20 00:00:00","Suprmes dlices",Belgium
11036,"2025-04-20 00:00:00","Drachenblut Delikatessen",Germany
11037,"2025-04-21 00:00:00","Godos Cocina Tpica",Spain
11038,"2025-04-21 00:00:00","Suprmes dlices",Belgium
11039,"2025-04-21 00:00:00",LINO-Delicateses,Venezuela
11040,"2025-04-22 00:00:00","Great Lakes Food Market",USA
11041,"2025-04-22 00:00:00","Chop-suey Chinese",Switzerland
11042,"2025-04-22 00:00:00","Comrcio Mineiro",Brazil
11043,"2025-04-22 00:00:00","Spcialits du monde",France
11044,"2025-04-23 00:00:00","Wolski Zajazd",Poland
11045,"2025-04-23 00:00:00","Bottom-Dollar Markets",Canada
11046,"2025-04-23 00:00:00","Die Wandernde Kuh",Germany
11047,"2025-04-24 00:00:00","Eastern Connection",UK
11048,"2025-04-24 00:00:00","Bottom-Dollar Markets",Canada
11049,"2025-04-24 00:00:00","Gourmet Lanchonetes",Brazil
11050,"2025-04-27 00:00:00","Folk och f HB",Sweden
11051,"2025-04-27 00:00:00","La maison d-Asie",France
11052,"2025-04-27 00:00:00","Hanari Carnes",Brazil
11053,"2025-04-27 00:00:00","Piccolo und mehr",Austria
11054,"2025-04-28 00:00:00","Cactus Comidas para llevar",Argentina
11055,"2025-04-28 00:00:00",HILARION-Abastos,Venezuela
11056,"2025-04-28 00:00:00","Eastern Connection",UK
11057,"2025-04-29 00:00:00",North/South,UK
11058,"2025-04-29 00:00:00","Blauer See Delikatessen",Germany
11059,"2025-04-29 00:00:00","Ricardo Adocicados",Brazil
11060,"2025-04-30 00:00:00","Franchi S.p.A.",Italy
11061,"2025-04-30 00:00:00","Great Lakes Food Market",USA
11062,"2025-04-30 00:00:00","Reggiani Caseifici",Italy
11063,"2025-04-30 00:00:00","Hungry Owl All-Night Grocers",Ireland
11064,"2025-05-01 00:00:00","Save-a-lot Markets",USA
11065,"2025-05-01 00:00:00",LILA-Supermercado,Venezuela
11066,"2025-05-01 00:00:00","White Clover Markets",USA
11067,"2025-05-04 00:00:00","Drachenblut Delikatessen",Germany
11068,"2025-05-04 00:00:00","Queen Cozinha",Brazil
11069,"2025-05-04 00:00:00","Tortuga Restaurante",Mexico
11070,"2025-05-05 00:00:00","Lehmanns Marktstand",Germany
11071,"2025-05-05 00:00:00",LILA-Supermercado,Venezuela
11072,"2025-05-05 00:00:00","Ernst Handel",Austria
11073,"2025-05-05 00:00:00","Pericles Comidas clsicas",Mexico
11074,"2025-05-06 00:00:00","Simons bistro",Denmark
11075,"2025-05-06 00:00:00","Richter Supermarkt",Switzerland
11076,"2025-05-06 00:00:00","Bon app-",France
11077,"2025-05-06 00:00:00","Rattlesnake Canyon Grocery",USA
